1960254,nucleocapsid protein
1960254,phosphoprotein
1960254,3 protein
1960254,4 protein
1960254,5 protein
1960254,6 protein
1960254,matrix protein
1960254,glycoprotein
1960254,polymerase protein
31559,hypothetical protein
31559,hypothetical protein
31559,polyprotein
31559,hypothetical protein
31559,hypothetical protein
2169726,hypothetical protein
2169726,hypothetical protein
2169726,polyprotein
2169726,hypothetical protein
2697535,hypothetical protein
2697535,hypothetical protein
2697535,polyprotein
2560371,ORF1
2560371,ORF2
2560371,polyprotein
419782,hypothetical protein
419782,hypothetical protein
419782,polyprotein
174178,hypothetical protein
174178,hypothetical protein
174178,hypothetical protein
174178,hypothetical protein
174178,hypothetical protein
174178,hypothetical protein
10653,tRNA-Met
10653,hypothetical protein
10653,hypothetical protein
10653,polyprotein
549205,ORF1
549205,ORF2
549205,ORF3
1619899,ORF1 protein
1619899,ORF2 protein
1619899,ORF3 protein
2169727,ORF1 protein
2169727,ORF2 protein
2169727,ORF3 protein
2011125,ORF1 protein
2011125,ORF2 protein
2011125,ORF3 protein
2169728,ORF1
2169728,ORF2
2169728,ORF3
380669,hypothetical protein
380669,hypothetical protein
380669,hypothetical protein
380669,hypothetical protein
380669,hypothetical protein
380669,hypothetical protein
380669,hypothetical protein
1034096,hypothetical protein
1034096,hypothetical protein
1034096,polyprotein
157270,hypothetical protein
157270,hypothetical protein
157270,polyprotein
1471299,hypothetical protein
1471299,hypothetical protein
1471299,polyprotein
1471299,hypothetical protein
2052838,hypothetical protein
2052838,polyprotein
2052838,hypothetical protein
1050407,hypothetical protein
1050407,hypothetical protein
1050407,polyprotein
2731270,hypothetical protein
2731270,hypothetical protein
2731270,polyprotein
2020956,P1
2020956,P2
2020956,P3a
2020956,P3b
2020956,P4
218387,hypothetical protein
218387,hypothetical protein
218387,putative polyprotein
1227557,polyprotein
1227557,hypothetical protein
1505530,hypothetical protein
1505530,hypothetical protein
1505530,polyprotein
1505530,hypothetical protein
1505530,hypothetical protein
2033633,hypothetical protein
2033633,hypothetical protein
2033633,polyprotein
2034763,polyprotein
262957,ORF1
262957,ORF2
262957,ORF3
262957,ORF4
2528410,hypothetical protein
2528410,hypothetical protein
2528410,polyprotein
198310,hypothetical protein
198310,hypothetical protein
198310,polyprotein
198310,hypothetical protein
198310,hypothetical protein
2169729,polyprotein
157271,polyprotein
1960252,hypothetical protein
1960252,DNA-binding protein
1960252,polyprotein
1960253,ORF1 protein
1960253,ORF2 protein
1960253,ORF3 protein
362398,hypothetical protein
362398,hypothetical protein
362398,polyprotein
362399,ORF1
362399,ORF2
362399,ORF3
2034762,hypothetical protein
2034762,hypothetical protein
2034762,polyprotein
2034762,RNaseH/reverse transcriptase
2034762,hypothetical protein
1634914,hypothetical protein
1634914,hypothetical protein
1634914,polyprotein
1634914,hypothetical protein
1634914,hypothetical protein
1634914,hypothetical protein
178354,hypothetical protein
178354,hypothetical protein
178354,polyprotein
1973265,ORF1
1973265,ORF2
1973265,ORF3
1973265,ORF4
1561150,ORF1
1561150,ORF2
1561150,ORF3
1561150,ORF4
1016852,hypothetical protein
1016852,virion associated protein
1016852,polyprotein
334778,ORFI
334778,ORFII
334778,polyprotein
2056878,ORF1 protein
2056878,ORF2 protein
2056878,ORF3 polyprotein
2056878,ORFY protein
2056880,ORF1 protein
2056880,ORF2 protein
2056880,ORF3 polyprotein
2056880,ORFX protein
2056880,ORFY protein
2056881,ORF1 protein
2056881,ORF2 protein
2056881,ORF3 polyprotein
2056881,ORFX protein
2056881,ORFY protein
2056882,ORF1 protein
2056882,ORF2 protein
2056882,ORF3 polyprotein
2056882,ORFX protein
2056882,ORFY protein
2056886,ORF1 protein
2056886,ORF2 protein
2056886,ORF3 polyprotein
2056886,ORFY protein
52996,ORF1 protein
52996,ORF2 protein
52996,ORF3 protein
1459800,hypothetical protein
1459800,hypothetical protein
1459800,polyprotein
1459800,hypothetical protein
671126,hypothetical protein
671126,hypothetical protein
671126,putative polyprotein
647294,hypothetical protein
647294,hypothetical protein
647294,polyprotein
647294,polyprotein
647294,hypothetical protein
1808970,movement protein
1808970,aphid transmission factor
1808970,DNA-binding protein
1808970,coat protein
1808970,reverse transcriptase
1808970,caulimovirus viroplasmin
1808970,hypothetical protein
1711685,ORF1
1711685,ORF2
1711685,ORF3
1711685,ORF4
1711685,ORF5
1711685,ORF6
10640,Movement protein
10640,Aphid transmission protein
10640,DNA-binding protein
10640,Coat protein
10640,Enzymatic polyprotein [Contains: Aspartic protease
10640,Inclusion body matrix protein
10641,hypothetical protein
10641,Movement protein
10641,Aphid transmission protein
10641,DNA-binding protein
10641,capsid protein
10641,reverse transcriptase
10641,inclusion body matrix protein
213888,hypothetical protein
213888,movement protein
213888,insect transmission protein factor
213888,minor capsid protein
213888,capsid protein
213888,polyprotein
213888,inclusion body matrix protein
213888,hypothetical protein
10649,hypothetical protein
10649,hypothetical protein
10649,hypothetical protein
10649,hypothetical protein
10649,hypothetical protein
10649,hypothetical protein
10649,hypothetical protein
264076,hypothetical protein
264076,hypothetical protein
264076,cell-to-cell transport protein
264076,insect transmission protein factor
264076,minor capsid protein
264076,capsid protein
264076,polyprotein
264076,inclusion body matrix protein
515320,movement protein
515320,aphid transmission factor
515320,virion-associated protein
515320,coat protein
515320,replicase
515320,inclusion body/transactivation factor
194445,hypothetical protein
194445,hypothetical protein
194445,hypothetical protein
194445,hypothetical protein
194445,hypothetical protein
194445,hypothetical protein
194445,hypothetical protein
1221449,movement protein
1221449,aphid transmission factor
1221449,DNA-binding protein
1221449,capsid protein
1221449,reverse transcriptase
1221449,transcriptional transactivator
47903,hypothetical protein
47903,hypothetical protein
47903,hypothetical protein
47903,hypothetical protein
47903,hypothetical protein
47903,hypothetical protein
515444,movement protein
515444,aphid transmission factor
515444,virion-associated protein
515444,coat protein
515444,replicase
515444,inclusion body/transactivation factor
38062,coat protein/movement protein
38062,hypothetical protein
38062,aspartic protease/reverse transcriptase
38062,putative transactivator factor
38062,hypothetical protein
2713640,coat protein
2713640,replicase
2713640,putative inclusion body protein
2713640,hypothetical protein
930168,coat protein/movement protein
930168,replicase
930168,putative inclusion body protein
930168,hypothetical protein
2303485,ORF1
2303485,ORF2
2303485,ORF3
2303485,ORF4
59504,ORF I polyprotein
1213588,hypothetical protein
1213588,hypothetical protein
1213588,hypothetical protein
1213588,movement protein
1213588,capsid protein
1213588,reverse transcriptase
1213588,hypothetical protein
1213588,hypothetical protein
587370,hypothetical protein
587370,putative cell-to-cell movement protein
587370,hypothetical protein
587370,putative capsid protein
587370,putative enzymatic polyprotein
587370,putative translational transactivator
587370,hypothetical protein
995049,hypothetical protein
995049,hypothetical protein
995049,hypothetical protein
995049,hypothetical protein
995049,coat protein
995049,movement protein
995049,replicase
995049,hypothetical protein
995049,putative inclusion body protein
107324,putative coat protein
107324,putative cell-to-cell movement protein
107324,polyprotein
107324,putative transactivator factor
172220,hypothetical protein
172220,hypothetical protein
172220,putative coat protein
172220,putative reverse transcriptase
172220,putative translational transactivator
172220,hypothetical protein
172220,putative cell-to-cell movement protein
172220,hypothetical protein
175814,putative aphid transmission factor
175814,putative virion associated protein
175814,putative capsid protein
175814,putative multifunctional pol protein
175814,TAV
175814,putative movement protein
175814,hypothetical protein
35593,hypothetical protein
35593,reverse transcriptase
35593,hypothetical protein
35593,hypothetical protein
10651,hypothetical protein
10651,hypothetical protein
10651,hypothetical protein
10651,putative coat protein
10651,hypothetical protein
10651,putative reverse transcriptase
10651,putative inclusion body protein
10651,hypothetical protein
10651,putative transport protein
1848040,hypothetical protein
1848040,hypothetical protein
1848040,hypothetical protein
1848040,putative coat protein
1848040,putative aspartic protease
1848040,putative translational transactivator
1848040,hypothetical protein
1848040,putative movement protein
1848040,hypothetical protein
10654,hypothetical protein
10654,hypothetical protein
10654,hypothetical protein
10654,hypothetical protein
1751715,polyprotein
2267679,polyprotein
2083181,ORF A
2083181,ORF B
2083181,ORF C
2052899,putative gag homologue
2052899,Reverse Transcriptase
2052899,env homologue
11946,envelope protein
11946,gag polyprotein
11946,pol polyprotein
363745,envelope protein
363745,trans-acting factor
363745,polymerase
11866,RNA-dependent DNA polymerase
11866,transforming protein
11878,p47(gag-crk)
11885,p140 polyprotein
11886,Pr180 polyprotein precursor
11886,Pr76 polyprotein precursor
11886,p60 src
354090,P68 protein
354090,putative env protein gp37
11884,protein-tyrosine kinase
11958,v-myc (59/61 kDa) protein
11867,p110
11746,gag protein
11746,neutral protease large subunit
11746,pol protein
11746,envelope protein
240594,gp70
11855,RT-IN
11855,Pr78
11757,Pr160
11757,Pr110
11757,Pr77
11757,gPr73
11757,Pr48
11856,gag protein
11856,protease
11856,pol protein
11856,envelope glycoprotein
1822365,putative group-specific antigen
1822365,putative protease
1822365,putative viral DNA polymerase
1822365,putative envelope protein
1622024,gag
1622024,protease
239365,gag protein
239365,gag-pro fusion
239365,gag-pro-pol fusion
239365,envelope protein
69576,gag
69576,gap-pro fusion
69576,gap-pro-pol fusion
69576,env
723802,gag protein
723802,protease
723802,pol protein
723802,envelope protein
1904439,gag protein
1904439,protease
1904439,pol protein
1904439,envelope protein
11901,RT-IN
11901,Pr44
11901,p18
194440,gag polyprotein
194440,protease
194440,reverse transcriptase/envelope protein
194440,tax protein
11908,Pr gag-pro-pol
11908,Pr gag-pro
11908,Pr55
11908,p27
11908,p40
11908,gp46 SU
11909,hypothetical protein
11909,pol polyprotein
11909,hypothetical protein
11909,hypothetical protein
11909,hypothetical protein
33748,gag-pro-pol polyprotein
33748,rex protein
33748,hypothetical protein
33748,tax protein
33748,hypothetical protein
33748,hypothetical protein
33748,hypothetical protein
194443,gag polyprotein
194443,protease
194443,polymerase
194443,rex protein
194443,tax protein
318279,group specific antigen
318279,protease
318279,polymerase
318279,rex protein
318279,tax protein
318279,envelope glycoprotein
481147,gag protein
481147,pro protein
481147,pol protein
481147,rex protein
481147,tax protein
481147,envelope glycoprotein
39720,hypothetical protein
39720,Pr gag
39720,gPr env
39720,hypothetical protein
39720,hypothetical protein
64462,pol polyprotein
64461,pol polyprotein
353768,polymerase
11768,Gag-Pro-Pol precursor polyprotein gPr80
11768,Env polyprotein
353765,gag-fos fusion protein
11840,hypothetical protein
11840,pol polyprotein
11840,hypothetical protein
11777,hypothetical protein
11807,hypothetical protein
11807,hypothetical protein
11808,hypothetical protein
394239,gag protein
394239,pol protein
394239,envelope protein
11809,Pr65
11809,pol polyprotein fragment
11809,MOS
11795,gag protein
11795,RNA-dependent DNA polymerase
11795,envelope protein
11801,Pr180
11801,Pr65
11801,gPr80
44561,hypothetical protein
44561,hypothetical protein
11636,gag protein
11636,protease/polymerase
11636,envelope glycoprotein
11970,hypothetical protein
11970,hypothetical protein
11970,hypothetical protein
11970,hypothetical protein
11788,p120 Gag-Abl polyprotein
11764,gag-pol precursor polyprotein
11764,polyprotein
11764,polyprotein
1038068,truncated gag-pro-pol
1038068,putative envelope polyprotein
11830,gag polyprotein
11830,ubiquitin-like protein
590745,truncated gag-pol polyprotein
590745,envelope protein
11834,gag-pol precursor polyprotein
11834,envelope glycoprotein
11819,precursor protein PR-gag
11819,gag polyprotein fragment
11819,gag polyprotein fragment
11819,precursor protein PR-env
11657,gag polyprotein
11657,reverse transcriptase
11657,hypothetical protein
11657,hypothetical protein
11657,envelope polyprotein
11660,gag protein
11660,pol protein
11660,protein Q
11660,protein S
11660,envelope polyprotein
11665,gag protein
11665,pol polyprotein
11665,envelope polyprotein
11665,hypothetical protein
11673,gag protein
11673,pol polyprotein
11673,hypothetical protein
11673,hypothetical protein
11673,envelope polyprotein
11676,Gag-Pol
11676,Pr55(Gag)
11676,Vif
11676,Vpr
11676,Tat
11676,Rev
11676,Vpu
11676,Envelope surface glycoprotein gp160, precursor
11676,Asp
11676,Nef
11709,gag-pol fusion polyprotein
11709,vif protein
11709,vpx protein
11709,vpr protein
11709,tat protein
11709,rev protein
11709,env polyprotein
11709,nef protein
36370,gag-pol precursor
36370,gag precursor
36370,vif protein
36370,alternative tat protein
36370,tat protein
36370,env precursor
36370,rev protein
36370,tmx protein
32615,hypothetical protein
32615,pol polyprotein
32615,presumed viral infectivity factor
32615,envelope precursor
11723,Gag-Pol
11723,vif protein
11723,vpx protein
11723,envelope protein
11723,nef protein
159122,gag protein
159122,pol protein
159122,vif protein
159122,vpx protein
159122,vpr protein
159122,tat protein
159122,env protein
159122,nef protein
2169971,gag protein
2169971,pol polyprotein
2169971,vif protein
2169971,tat protein
2169971,envelope polyprotein
2169971,rev protein
11663,gag protein
11663,pol protein
11663,Q protein
11663,W protein
11663,tat protein
11663,env protein precursor
40270,envelope protein
40270,gag-pol polyprotein
40270,gag polyprotein
40270,hypothetical protein
207343,gag polyprotein
207343,pol polyprotein
207343,envelope protein
207343,Borf-1
207343,Borf-2
109270,Gag
109270,Pol
109270,Env
109270,ORF1/Tas/Bel1
109270,Bel2
53182,hypothetical protein
53182,hypothetical protein
53182,hypothetical protein
53182,hypothetical protein
53182,hypothetical protein
2169894,Gag
2169894,Pol
2169894,Env
2169894,Bel1
2169894,Bel2
2170139,gag protein
2170139,env protein
2170139,bel1 protein
2170139,bel2 protein
221703,gag protein
221703,polymerase
221703,envelope glycoprotein
221703,Tas protein
221703,Bel-2 protein
2170194,gag protein
2170194,pol protein
2170194,env protein
2170194,bet protein
2170194,tas protein
2170195,gag protein
2170195,envelope protein
2170195,tas protein
2170195,bel2 protein
2170197,gag protein
2170197,pol protein
2170197,env protein
2170197,bet protein
2170197,tas protein
2170198,gag protein
2170198,pol protein
2170198,env protein
2170198,bet protein
2170198,tas protein
2170199,gag
2170199,pol
2170199,env
2170199,tas
2170199,bet
2170200,gag
2170200,pol
2170200,env
2170200,tas
2170200,bel2
2170201,gag
2170201,pol
2170201,env
2170201,tas
2170201,bel2
2170204,gag protein
2170204,pol protein
2170204,envelope protein
2170204,bet protein
2170204,tas protein
2170204,bel2 protein
2170205,gag
2170205,pol
2170205,env
2170205,tas
2170205,bel2
2170206,gag polyprotein
2170206,pol protein
2170206,env protein
2170206,tas protein
2170206,Bel2 protein
338079,Gag
338079,Pol precursor
338079,Env
338079,Bet
11642,bet protein fragment
11642,gag protein
11642,pol polyprotein
11642,envelope protein
11642,taf protein
11642,bet protein
348296,leader peptide
348296,polyprotein
348296,envelope protein
93465,Gag-env fusion protein
1435008,polyprotein
1435008,hypothetical protein
166122,putative env
2320522,glycoprotein
2320522,RNA-dependent RNA polymerase
2320522,coat protein
204873,hypothetical protein
204873,hypothetical protein
664255,putative RNA-dependent RNA polymerase
664255,coat protein
664255,p38
664255,p98
664255,p26
607716,hypothetical protein
607716,RNA-dependent RNA polymerase
607716,capsid protein
607716,hypothetical protein
1692191,putative viral coat protein
1692191,putative RNA-dependent RNA polymerase
1692191,putative viral protease
284687,hypothetical protein
284687,putative protease
284687,putative RNA-dependent RNA polymerase
284687,putative coat protein
1766766,RNA-directed RNA-polymerase
1766766,putative protease
1766766,coat protein
1930960,RNA-dependent RNA polymerase
1930960,putative protease
1930960,hypothetical protein
1930960,capsid protein
1708483,RNA-dependent RNA polymerase
1708483,P3
1708483,capsid protein
1708483,P4
1162393,putative coat protein
1162393,putative RNA-dependent RNA polymerase
1162393,putative protease
1923465,RdRp
1923465,hypothetical protein
1923465,hypothetical protein
1923465,putative protease
759389,capsid protein
759389,ovarian tumor protease
759389,RNA-dependent RNA polymerase
759389,hypothetical protein
2682569,RNA-dependent RNA polymerase
399394,RNA-dependent RNA polymerase
399394,capsid protein
399394,putative replication associated protein
399394,putative cysteine protease
434898,putative RNA polymerase
434898,coat protein
158372,hypothetical protein
158372,major capsid protein
158372,RNA-dependent RNA polymerase
158372,hypothetical protein
1587509,putative RNA-dependent RNA polymerase
1587509,putative protease
1587509,putative coat protein
2382121,putative coat protein
2382121,putative RNA-dependent RNA polymerase
2382121,hypothetical protein
2066695,hypothetical protein
2066695,hypothetical protein
2066695,RNA-dependent RNA polymerase
2066695,hypothetical protein
2066695,hypothetical protein
2164061,RNA-dependent RNA polymerase
1405299,putative RNA-dependent RNA polymerase
1405299,hypothetical protein
1405299,hypothetical protein
1405299,putative coat protein
1679238,RNA-dependent RNA polymerase
1679238,putative coat protein
1679238,hypothetical protein P4
1679238,hypothetical protein P2
254946,hypothetical protein
254946,hypothetical protein
254946,RNA-dependent RNA polymerase
254946,hypothetical protein
254946,hypothetical protein
2304034,putative RNA-dependent RNA polymerase
2304034,hypothetical protein
2304034,hypothetical protein
2304034,hypothetical protein
2304034,hypothetical protein
2304034,hypothetical protein
2304034,putative coat protein
2587540,RNA-dependent RNA polymerase
2587541,RNA-dependent RNA polymerase
1755792,127 kDa protein
1755792,80 kDa protein
1755792,70 kDa protein
1755792,84 kDa protein
1755793,ORF2
1755793,ORF3
1755793,ORF4
1755793,ORF1
164750,Hv145SV-protein 4
164750,RNA-dependent RNA polymerase
164750,putative capsid protein
164750,Hv145SV-protein 3
764348,hypothetical protein
764348,hypothetical protein
764348,hypothetical protein
764348,RNA dependent RNA polymerase
764348,hypothetical protein
764348,hypothetical protein
764348,hypothetical protein
764348,hypothetical protein
764348,RNA dependent RNA polymerase
764348,hypothetical protein
658904,hypothetical protein
658904,hypothetical protein
658904,hypothetical protein
658904,RNA-dependent RNA polymerase
1676267,putative coat protein
1676267,RNA-dependent RNA polymerase
1676267,hypothetical protein
1676267,hypothetical protein
1661257,putative coat protein
1661257,RNA-dependent RNA polymerase
1661257,hypothetical protein
1661257,hypothetical protein
1000373,structural protein
1000373,structural protein
1000373,hypothetical protein
1000373,RNA dependent RNA polymerase
29255,gag-pol fusion protein
29255,capsid protein
2082658,putative coat protein
2082658,RNA-dependent RNA polymerase
58103,ORF1
58103,putative coat protein
58103,RNA dependent RNA polymerase
12530,major capsid protein
12530,RNA-dependent RNA polymerase
39116,hypothetical protein
39116,major capsid protein
39116,RNA-dependent RNA polymerase
1497019,hypothetical protein
1497019,hypothetical protein
1497019,ORF3
1497019,putative capsid protein
1497019,RNA-dependent RNA polymerase
11008,ssRNA-binding protein
11008,major coat protein
11008,RNA polymerase
42478,capsid
42478,RNA polymerase
1300323,polyprotein
1300323,capsid
927810,capsid protein
927810,RNA polymerase
28882,cap-pol fusion protein
1167690,capsid protein
1167690,RNA-dependent RNA polymerase
1167691,capsid protein
1167691,RNA-dependent RNA polymerase
463392,coat protein
463392,RNA-dependent RNA polymerase
425009,coat protein
425009,RNA-dependent RNA polymerase
279539,putative coat protein
279539,putative RNA-dependent RNA polymerase
674953,RNA-dependent RNA polymerase
674953,capsid protein
674954,RNA-dependent RNA polymerase
674954,capsid protein
170965,capsid protein
170965,RNA-dependent RNA polymerase
1008292,RNA-dependent RNA polymerase
1008292,capsid protein
1087070,coat protein
1087070,RNA dependent RNA polymerase
1685109,coat protein
1685109,RNA directed RNA polymerase
267285,coat protein
267285,truncated RNA-dependent RNA polymerase
210827,putative coat protein
210827,putative RNA-dependent RNA polymerase
382962,putative coat protein
382962,putative RNA dependent RNA polymerase
152217,putative RNA dependent RNA polymerase
152217,putative coat protein
196690,coat protein
196690,RNA-dependent RNA polymerase
45237,coat protein
45237,RNA dependent RNA polymerase
271257,putative coat protein
271257,putative RNA dependent RNA polymerase
441999,coat protein
441999,RNA-dependent RNA polymerase
1148491,putative capsid protein
1148491,putative RNA dependent RNA polymerase
73497,coat protein
73497,RNA dependent RNA polymerase
73498,coat protein
73498,RNA dependent RNA polymerase
939923,coat protein
939923,RNA dependent RNA polymerase
1728964,putative coat protein
1728964,putative RNA-dependent RNA polymerase
1485922,coat protein
1485922,RNA-dependent RNA polymerase
1547580,coat protein
1547580,RNA-dependent RNA polymerase
1566868,coat protein
1566868,RNA-dependent RNA polymerase
2268743,capsid protein
2268743,RNA-dependent RNA polymerase
1849535,capsid protein
1849535,RNA-dependent RNA polymerase
1661396,putative coat protein
1661396,putative RNA-dependent RNA polymerase
1765736,coat protein
1765736,RNA-dependent RNA polymerase
1580605,coat protein
1580605,RNA-directed RNA polymerase
1859161,coat protein
1859161,RNA-dependent RNA polymerase
1312445,putative coat protein
1312445,putative RNA-dependent RNA polymerase
1460374,coat protein
1460374,RNA-dependent RNA polymerase
1756615,coat protein
1756615,RNA-dependent RNA polymerase
1561171,coat protein
1561171,RNA directed RNA polymerase
1561172,RNA directed RNA polymerase
556524,coat protein
556524,RNA-dependent RNA polymerase
2026601,capsid
2026601,RdRp
1765754,capsid protein
1765754,RdRp
1608533,capsid protein
1608533,RNA-dependent RNA polymerase
1870981,capsid protein
1870981,RNA-dependent RNA polymerase
1678170,coat protein
1678170,RNA dependent RNA polymerase
1678171,coat protein
1678171,RNA dependent RNA polymerase
1678172,hypothetical protein
1678172,RNA dependent RNA polymerase
1678173,coat protein
1678173,RNA dependent RNA polymerase
1678161,coat protein
1678161,RNA dependent RNA polymerase
1678162,coat protein
1678162,RNA dependent RNA polymerase
1678163,coat protein
1678163,RNA dependent RNA polymerase
1678164,coat protein
1678164,RNA dependent RNA polymerase
1678165,coat protein
1678165,RNA dependent RNA polymerase
1678166,coat protein
1678166,RNA dependent RNA polymerase
1678167,coat protein
1678167,RNA dependent RNA polymerase
1678168,coat protein
1678168,RNA dependent RNA polymerase
663282,structural protein
663282,RNA-dependent RNA polymerase
155414,coat protein
155414,RNA-dependent RNA polymerase
1898175,coat protein
1898175,RNA-dependent RNA polymerase
1856030,polyprotein
1856030,RNA-dependent RNA polymerase
1353795,putative coat protein
1353795,RNA-dependent RNA polymerase
1729670,ORF1-ORF2 fusion protein
1729670,capsid protein
1874267,CP-RdRp fusion protein
2057198,gag-pol-like fusion protein
2057198,RNA-dependent RNA polymerase
2057198,coat protein
1777016,putative coat protein
1777016,putative RNA-dependent RNA polymerase
2248770,putative coat protein
2248770,putative RNA-dependent RNA polymerase
1497848,hypothetical protein
1497848,putative structural protein
1497848,RNA-dependent RNA polymeras
282786,structural protein
282786,RNA-dependent polymerase
1755467,coat protein
1755467,RNA dependent RNA polymerase
1833938,coat protein
1833938,RNA-dependent RNA polymerase
349681,putative RNA-dependent RNA polymerase
912320,ORF1
912320,ORF2
912320,ORF3
1798085,structural protein
1798085,nonstructural protein
1798085,structural protein
2137353,putative coat protein
2137353,RNA-dependent RNA polymerase
2137354,putative coat protein
1714362,capsid protein
1714362,RNA dependent RNA polymerase
1714363,capsid protein
1714363,RNA dependent RNA polymerase
1714364,capsid protein
1714364,RNA dependent RNA polymerase
1714366,capsid protein
1714366,RNA dependent RNA polymerase
1714367,capsid protein
1714367,RNA dependent RNA polymerase
1714368,capsid protein
1714368,RNA dependent RNA polymerase
1714370,polyprotein
1921825,gag-pol fusion protein
1921825,major coat protein
2082585,RNA-dependent RNA polymerase fusion protein
2082585,coat protein
2082586,RNA-dependent RNA polymerase fusion protein
2082586,coat protein
1770613,ORF1
1770613,polyprotein
1163537,capsid protein
1163537,RNA-dependent RNA polymerase
29256,RNA-dependent RNA polymerase
273810,VP1
273810,VP10
273810,VP6
273810,VP3
273810,VP4
273810,VP2
273810,VP7
273810,VP8
273810,VP9
273810,VP12
273810,VP5
273810,VP11
338781,VP5
338781,VP2
338781,VP4
338781,VP6
338781,VP11
338781,VP1
338781,VP8
338781,VP9
338781,VP10
338781,VP3
338781,VP7
40050,inner capsid protein
40050,capsid VP2
40050,nonstructural protein NS1
40050,RNA-dependent RNA polymerase
40050,hypothetical protein
40050,capsid protein 3
40050,VP6
40050,NS4 protein
40050,capsid protein 5
40050,VP7 protein
40050,NS3 protein
40051,VP7
40051,hypothetical protein
40051,capsid protein VP5
40051,hypothetical protein
40051,NS2 protein
40051,hypothetical protein
40051,VP2
40051,hypothetical protein
40051,hypothetical protein
40051,VP6 protein
40052,RNA polymarase
40052,inner layer core protein
40052,outer capsid protein
40052,inclusion body NS2
40052,outer capsid protein
40052,hydrophobic tubular protein NS1
40052,inner capsid protein
40052,non-structural protein NS3
40052,capping enzyme
40052,helicase
40065,RNA-dependent RNA polymerase
40065,inner core protein
40065,outer capsid protein
40065,tubule protein
40065,viral inclusion body protein
40065,major core protein
40065,NS3 protein
40065,NS3a protein
40065,helicase
40065,NS4 protein
40065,capping enzyme
40065,outer capsid protein 2
1679172,RNA-dependent RNA polymerase
1679172,inner core protein
1679172,capping enzyme
1679172,outer capsid protein
1679172,tubule protein
1679172,outer capsid protein 2
1679172,major core protein
1679172,viral inclusion body protein
1679172,helicase
1679172,NS4 protein
1679172,NS3 protein
1679172,NS3a protein
40053,VP2 protein
40053,VP4 protein
40053,NS1 protein
40053,VP6 protein
40053,NS4 protein
40053,VP1 protein
40053,NS3 protein
40053,NS3a protein
40053,VP3 protein
40053,VP5 protein
40053,NS2 protein
